time,open,high,low,close,volume
2007/04/13 00:00:00:000000,51.5,51.6,50.3,50.6,10766000.0
2007/04/16 00:00:00:000000,51.0,51.4,50.4,50.7,6122000.0
2007/04/17 00:00:00:000000,51.0,51.1,49.9,50.0,12929000.0
2007/04/18 00:00:00:000000,50.0,50.7,50.0,50.6,4052000.0
2007/04/19 00:00:00:000000,50.4,50.6,50.0,50.3,8057000.0
2007/04/20 00:00:00:000000,50.3,50.5,50.2,50.2,6503000.0
2007/04/23 00:00:00:000000,50.4,50.6,49.85,49.85,8675000.0
2007/04/24 00:00:00:000000,49.85,50.6,49.8,50.5,6646000.0
2007/04/25 00:00:00:000000,50.6,50.7,50.3,50.3,4017000.0
2007/04/26 00:00:00:000000,50.5,50.8,50.2,50.4,3034000.0
2007/04/27 00:00:00:000000,50.4,50.6,49.6,49.7,12443000.0
2007/04/30 00:00:00:000000,49.55,49.55,47.85,48.0,10040000.0
2007/05/02 00:00:00:000000,48.4,48.7,48.0,48.5,2315000.0
2007/05/03 00:00:00:000000,48.65,49.6,48.25,48.5,11404000.0
2007/05/04 00:00:00:000000,49.0,49.6,49.0,49.5,8696000.0
2007/05/07 00:00:00:000000,49.0,49.3,48.45,48.7,6747000.0
2007/05/08 00:00:00:000000,48.7,48.9,48.4,48.65,5692000.0
2007/05/09 00:00:00:000000,48.7,48.75,48.2,48.35,9460000.0
2007/05/10 00:00:00:000000,48.4,48.7,48.3,48.5,7974000.0
2007/05/11 00:00:00:000000,48.5,48.65,48.3,48.45,2728000.0
2007/05/14 00:00:00:000000,48.55,48.75,48.4,48.4,3341000.0
2007/05/15 00:00:00:000000,48.45,48.5,47.9,47.95,3205000.0
2007/05/16 00:00:00:000000,48.05,48.2,47.85,47.9,8118000.0
2007/05/17 00:00:00:000000,48.1,48.3,47.7,47.8,5917000.0
2007/05/18 00:00:00:000000,48.2,48.2,47.8,47.8,4640000.0
2007/05/21 00:00:00:000000,48.0,48.2,47.7,47.8,6493000.0
2007/05/22 00:00:00:000000,48.0,48.2,47.95,48.0,7387000.0
2007/05/23 00:00:00:000000,48.0,48.3,48.0,48.3,11593000.0
2007/05/24 00:00:00:000000,48.5,48.5,48.2,48.35,9652000.0
2007/05/25 00:00:00:000000,48.3,48.45,48.1,48.3,7369000.0
2007/05/28 00:00:00:000000,49.5,51.0,49.35,50.6,27341000.0
2007/05/29 00:00:00:000000,51.8,51.8,50.3,50.8,32505000.0
2007/05/30 00:00:00:000000,50.5,50.5,49.6,49.7,10804000.0
2007/05/31 00:00:00:000000,50.0,50.1,49.75,50.0,5733000.0
2007/06/01 00:00:00:000000,50.0,50.2,49.75,49.8,9647000.0
2007/06/04 00:00:00:000000,50.5,50.6,49.8,49.8,6732000.0
2007/06/05 00:00:00:000000,49.9,50.6,49.9,50.4,10399000.0
2007/06/07 00:00:00:000000,50.3,50.7,50.1,50.6,5615000.0
2007/06/08 00:00:00:000000,50.1,50.3,49.95,50.1,4738000.0
2007/06/11 00:00:00:000000,50.2,50.9,50.1,50.4,11259000.0
2007/06/12 00:00:00:000000,50.5,50.7,49.6,49.65,15639000.0
2007/06/13 00:00:00:000000,49.6,49.65,49.25,49.35,13285000.0
2007/06/14 00:00:00:000000,49.5,49.85,49.45,49.55,13294000.0
2007/06/15 00:00:00:000000,50.0,50.7,49.9,50.5,28394000.0
2007/06/20 00:00:00:000000,51.0,52.1,50.8,52.0,26122000.0
2007/06/21 00:00:00:000000,52.5,52.5,51.4,52.0,18146000.0
2007/06/22 00:00:00:000000,52.5,53.2,52.3,52.5,21200000.0
2007/06/25 00:00:00:000000,51.5,51.9,51.4,51.5,12021000.0
2007/06/26 00:00:00:000000,51.5,52.4,51.5,51.9,9698000.0
2007/06/27 00:00:00:000000,51.9,51.9,51.0,51.1,10056000.0
2007/06/28 00:00:00:000000,51.5,51.5,50.9,51.5,13158000.0
2007/06/29 00:00:00:000000,51.6,51.6,50.9,51.2,7385000.0
2007/07/02 00:00:00:000000,51.3,51.4,50.8,51.1,9407000.0
2007/07/03 00:00:00:000000,51.2,52.0,51.0,51.3,20558000.0
2007/07/04 00:00:00:000000,51.5,52.2,51.2,51.5,16931000.0
2007/07/05 00:00:00:000000,51.6,53.2,51.6,53.1,43411000.0
